,mod
4166,XI-CEU7
4167,Wileyfox Storm
4168,SM-G900MD
4169,NX573J
4170,SMART_O2
4171,NX907J
4172,SM-J727
4173,Mi A2
4174,Intex_Aqua_Play
4175,D2305
4176,Dream_One_8
4177,G31
4178,BLU Studio Touch
4179,VIBE S6i Plus
4180,W_C800
4181,Mate1
4182,Easy L
4183,BP 99
4184,AS-6431
4185,LG-H324
4186,PMT3331_3G
4187,Micromax Q426
4188,Haier_i50
4189,TECNO F2LTE
4190,BLU STUDIO SELFIE LTE
4191,VOX_VERO
4192,Karbonn Yuva 2
4193,Micromax HS1
4194,GT-I8150
4195,SGH-M919V
4196,SM-N960F
4197,A3_mini
4198,Infinix NOTE 2 LTE
4199,Lava A89
4200,GT-I9515L
4201,U50A_PLUS
4202,Micromax Q428
4203,5044Y
4204,Panasonic P90
4205,BND-L21
4206,HTC 2PZC100
4207,Micromax Q355
4208,SM-A320Y
4209,ASUS_X00TD
4210,Konnect Power
4211,Micromax C2APLS
4212,Primo NH2
4213,PSP3471DUO
4214,J3
4215,G25524K
4216,Plane_7535E_3G_PS7147MG
4217,XI-CEU8
4218,XT1804
4219,Karbonn Aura Power 4G
4220,MTC SMART Sprint 4G
4221,TECNO 7CS
4222,LINX A453 3G LT4038PG
4223,Aqua 5.5 VR
4224,Elite Pro
4225,SM-J337T
4226,LGUS550
4227,B936
4228,Ixion ES550
4229,SC-04F
4230,F2
4231,CPH1859
4232,EM756
4233,ADMIRE GLORY+
4234,P11
4235,6045I
4236,A722
4237,Flare_P3
4238,N70SHBSC
4239,X4_Soul_Mini
4240,SM-A520K
4241,POLYTRON_4G503
4242,Spice F301
4243,SM-J530FM
4244,STARTRAIL7
4245,Z1c
4246,Infinix X608
4247,Nomi_i4510
4248,0PM92
4249,SM-J260G
4250,L53
4251,FLOW
4252,K10000 Pro
4253,CASPER_VIA_M1
4254,M50A
4255,N1002G
4256,BLU STUDIO ONE PLUS
4257,TP601C
4258,Flare XL Plus
4259,mobiistar C1
4260,INTEX AQUA LIONS X1
4261,vivo V1
4262,AX921
4263,PSP3507DUO
4264,iris60
4265,SM-T810
4266,NC911
4267,SurfTab breeze 10.1 quad 3G
4268,era3x
4269,AM515
4270,PHICOMM CLUE 2S
4271,HUAWEI CRR-UL20
4272,Jazz
4273,K9 Smart 4G.
4274,CPH1727
4275,B74
4276,VOX S502 3G VS5003MG
4277,SM-A910F
4278,ZTE T660
4279,itel A52
4280,Aura Sleek 4G
4281,ML-JI11-M7_3G_PLUS
4282,ZB501KL
4283,LG-X230YK
4284,DROID Turbo
4285,Flare_J2_2018
4286,Mate_9
4287,Classic 451
4288,A451
4289,HUAWEI NXT-L09
4290,NeuTab G7
4291,Bmobile_AX810
4292,PMT3147_3G
4293,MyPhone my86 DTV
4294,5026D
4295,Panasonic P95
4296,ATU-L42
4297,LG-K550
4298,Cobalt_SM_6
4299,A5_Easy
4300,HM-G553-FL
4301,Le X527
4302,XP1
4303,U4
4304,Odyssey J10
4305,PSPCK21NA
4306,Coolpad E2C
4307,R40K
4308,Redmi 6
4309,vivo 1726
4310,Impress_Bear
4311,TECNO IN3
4312,NX529J
4313,Infinix X603
4314,Curvy C40i
4315,Celkon Q567
4316,I_Star_Plus
4317,IP6
4318,Impress_Pear
4319,BLU TOUCHBOOK M7
4320,ELUGA I4
4321,roar_V150
4322,Techpad M6
4323,HTC One E9PLUS dual sim
4324,LG-H443
4325,SO-04J
4326,S8 Plus
4327,L70
4328,G55
4329,HERO_2017
4330,TM-5005
4331,GM 5 Plus
4332,S11
4333,BQS-5020
4334,SOLAR A4
4335,Cloud_Scan_FP
4336,Amaze S6 4G
4337,Marvel
4338,LS-4005
4339,Royal R9
4340,i55D
4341,FS405
4342,ZTE Blade L5 Plus
4343,Galaxia S2
4344,C6906
4345,Primo S6
4346,LG-H840
4347,ZTE N939Sc
4348,VB-10
4349,Netrunner TC-Q1098A
4350,LG-M151
4351,X1 atom L
4352,Cloud Swift
4353,SC-01H
4354,TECNO CX Air
4355,Studio J1
4356,CAM-L23
4357,K12
4358,Coolpad E580
4359,R1 PLUS
4360,DEFI HERO
4361,Era 2X
4362,Ilium LT510
4363,Positivo BGH M840
4364,8053
4365,Spice F311
4366,Lynx_T
4367,Grand 3000
4368,Ultra Latitude
4369,Space Phone 5G
4370,Y11
4371,IF9003
4372,Coolpad E503
4373,Mi A2 Lite
4374,Aqua Classic
4375,V2s
4376,BIGCOOL
4377,Jinga Iron
4378,Beeline_Pro_6
4379,LG-K535
4380,Primo_NH_Lite
4381,DRA-L01
4382,5099Y
4383,Studio Pro
4384,D6616
4385,PGN522
4386,VIVO
4387,X5S
4388,MOVIC-W3
4389,F-04G
4390,AM520
4391,benefit_m7
4392,Micromax D333
4393,Astra Champ 4G
4394,Blade S6
4395,Comio C1 Pro
4396,Lenovo L78011
4397,CUBOT NOTE Plus
4398,AURA_EDGE
4399,ELUGA Ray X
4400,ADMIRE_SENSE+
4401,A78
4402,Flare S6
4403,Impress_Wolf
4404,N9132
4405,POCOPHONE F1
4406,LAVA_A3
4407,Griffe T2
4408,E11
4409,FS517
4410,TA-3
4411,IM0318ND
4412,SMART TAB 4G M1
4413,iPhone 8 Plus
4414,Panasonic ELUGA Z
4415,EVA-L19
4416,Power Rage Evo
4417,AS9
4418,C10
4419,A51w
4420,HUAWEI MLA-L03
4421,SKY 5.0LM
4422,5051A
4423,HTC_X9u
4424,A6_Duo
4425,SM-N915L
4426,XT1563
4427,5056D
4428,itel A22
4429,Acer One 7
4430,S4506
4431,Primo D8s
4432,TECNO IA5
4433,LG-M322
4434,Ixion ML350
4435,PGN-507
4436,ANDROMAX
4437,V15
4438,PHQ526
4439,GO1402S
4440,V10
4441,KOB-L09
4442,Xylo
4443,Pixel V2+
4444,F3Â Prime
4445,Amaze S5 4G
4446,Summer
4447,MyPhone my83 DTV
4448,INTEX AQUA SELFIE
4449,InFocus M535
4450,PMT3427_3G
4451,PMT3401_3G
4452,TZ855
4453,ZTE Blade Q Lux
4454,Point X502
4455,itel it1556
4456,TECNO i5 Pro
4457,TECNO WX4 Pro
4458,MID-1088
4459,Vfone i7
4460,TRIO F40LT
4461,B1-790
4462,TFX712G
4463,GM8 go
4464,Spin2
4465,Era 2V
4466,R5D
4467,B11
4468,Star4G
4469,MyPhone my87 DTV
4470,Spice Mi-498H
4471,brown 1
4472,BQru-5057
4473,SM-J337VPP
4474,SH-03K
4475,FS512
4476,A5_Ready
4477,TIGER X5
4478,ONE A2005
4479,W6
4480,SELFIX_Q6_STALLION
4481,SM-N915V
4482,H3123
4483,FRD-L14
4484,LP Swift
4485,5009A
4486,A300
4487,Benefit_M503
4488,d-01K
4489,chronos_ace
4490,Tommy2 Plus
4491,Centric CM3331
4492,Q700S Plus
4493,Fresh
4494,TECNO WX3LTE
4495,VFD 301
4496,Rush
4497,R1
4498,SM-N9208
4499,ELUGA A4
4500,Z5c
4501,Archos 40 Helium
4502,ECHO LOLLY
4503,DEXP_ES1050
4504,S1
4505,CUN-AL00
4506,QMobile Evok Power
4507,X-1 Pro
4508,SM-G9350
4509,CPH1715
4510,Thunder
4511,SM-G360HU
4512,PSP3532DUO
4513,G3226
4514,iris708
4515,vivo Y37
4516,HUAWEI LUA-L22
4517,iris 755
4518,dtacPhoneT2
4519,TRT-LX2
4520,SMART 4G M1
4521,SM-G900I
4522,vivo 1808
4523,CPH1823
4524,SM-E700F
4525,SM-A500K
4526,ONE
4527,STAR
4528,Lenovo X3a40
4529,vivo 1606A
4530,MID4X10
4531,SM-A710K
4532,SENSEIT_A150
4533,iris 750
4534,HM-G700-FL
4535,ASUS_Z002
4536,SHV-E300K
4537,SCV31
4538,CPH1607
4539,SM-N7502
4540,PSP3510DUO
4541,SM-G750F
4542,ANDY_45EL
4543,SMART 4G GEN C 5.5
4544,SM-N910L
4545,Neffos C5s
4546,TWIST 4.0
4547,MITO A230
4548,General Mobile 4G
4549,SMART 4G M1 Plus
4550,SMART 4G GEN C 5.0
4551,iris40
4552,MX7 QuadCore
4553,SAMSUNG
4554,dtac Phone T2
4555,SP7731G
4556,L3
4557,NX597J
4558,Lenny4 Plus
4559,SMART 4G Octa 5.5
4560,U5
4561,iris565
4562,Ixion EL450
4563,LAVA A1
4564,GT-N7000B
4565,T1 7.0
4566,Blade S6 Lite
4567,iris700
4568,SMART 3.5'' Touch
4569,PHONE7
4570,SM-G900K
4571,1206
4572,SMART 4G MAX 5.0
4573,iris353
4574,TRUE SMART 5.0 Slim
4575,SMART 4G Speedy 5.0 Plus
4576,Aqua_Power_HD
4577,Grand
4578,SM-C710F
4579,SM-A600G
4580,LUXURY
4581,SHV-E250K
4582,SMART Champ 4.0
4583,iris 515
4584,SMART 4G Plus
4585,CPH1613
4586,iris510
4587,ivvi V1M-S
4588,A51f
4589,ASUS_X00QD
4590,Infinix HOT 3 LTE
4591,SM-J415F
4592,Perfect
4593,Alcatel_7049D
4594,vivo Y31
4595,T702
4596,LINK55
4597,SMART 4G 5.5 Enterprise
4598,SM-A9+
4599,True Smart 3.5
4600,T3
4601,I552
4602,N5111
4603,SM-A500L
4604,i-mobile IQ Z PRO
4605,AD-572
4606,X9076
4607,i-mobile i-STYLE 812 4G
4608,Coolpad R116
4609,ASUS_L001
4610,dtacPhoneS3
4611,X9 Mini
4612,R7plusf
4613,Lenovo A859
4614,SMART 3.5'' Touch+
4615,N1
4616,Air55
4617,T1000
4618,HUAWEI Y625-U43
4619,AR3
4620,GEN 5
4621,T95ZPLUS
4622,MAX
4623,Lenovo K910L
4624,vivo Y22
4625,Pure1
4626,vivo 1806
4627,icall X Plus
4628,N5206
4629,INE-LX2
4630,NS-P10A7100
4631,AS-5431
4632,U972
4633,verykoolSL5029
4634,AD-554
4635,TM-5073
4636,H3223
4637,"SMART TAB 4G Speedy 7.0"""
4638,MC93
4639,itel S32LTE
4640,Mi MIX 2
4641,LG-H845
4642,P8W
4643,E121
4644,SP413
4645,ASUS_T00Q
4646,Z150
4647,m2 note
4648,Elite 5T
4649,YU5012
4650,SM-G611S
4651,PSP3552DUO
4652,itel S11Plus
4653,Cosmos V13
4654,Plane_1551S_4G_PS1164ML
4655,hltechn
4656,Lenovo YT3-X90L
4657,PGN518
4658,BLU NEO X MINI
4659,Odyssey_J9
4660,DIAMANTE_5
4661,Platinum 4.0
4662,GO Onyx
4663,Venus_V3_5040
4664,BQ-5005L
4665,QMobile X33
4666,Andromax A A16C3H
4667,PSP3511DUO
4668,Letv X500
4669,SO-01G
4670,C228
4671,X6 S
4672,SLA-L02
4673,BERRY
4674,Micromax Q491
4675,SO-01H
4676,9008T
4677,Servicom 4G Premium
4678,Lenovo F5
4679,Passion P3
4680,Infinix Zero 4
4681,MITO T89
4682,Revolution TnT3
4683,iris88
4684,MARS TOUCH
4685,Z14
4686,Aqua Craze
4687,Essence
4688,Lenovo A6020a41
4689,iCherry_C223
4690,Nokia 5.1
4691,Tele2_Midi_1.1
4692,Z60s
4693,5046U
4694,H50
4695,itel P11
4696,LG-K332
4697,Flare_J2S
4698,BP 268
4699,601SO
4700,i2_Lite
4701,TRIP
4702,MAGNO PLUS
4703,Coolfive+
4704,ELUGA_Pulse
4705,ATU-L11
4706,SM-J9[8] Pro
4707,Digicom DTOK
4708,Grand Energy
4709,Bitel L640
4710,Micromax Q327
4711,LG-H522
4712,PSP5518DUO
4713,Mi MIX 2S
4714,Wileyfox Swift
4715,SM-A500S
4716,SWEET MINI
4717,5059T
4718,LYO-L21
4719,Primo N2
4720,R7
4721,NS5002
4722,A10 Pro
4723,HS-L671
4724,NT2018
4725,TZ55
4726,i999
4727,KIW-L22
4728,Tele2_Maxi_LTE
4729,HIMAX PURE 3S
4730,SPARK 2
4731,Y10
4732,M4 SS4451
4733,itel P13
4734,BLU STUDIO XL
4735,Infinix HOT S
4736,QMobile i2 POWER
4737,TECNO H6
4738,RT701
4739,Symbol S3
4740,KYV42
4741,FS509
4742,V10-Y
4743,TF300T
4744,Micromax C2A
4745,Benefit_M502
4746,Archos Access 70 3G
4747,ALBA 4
4748,Primo_GF4
4749,VS985 4G
4750,INTEX_AQUA_4.0_4G
4751,W_K400
4752,M4 SS4458-R
4753,ASUS_Z010DD
4754,TurboPhone4G 05
4755,A503 Joy
4756,SO-04G
4757,SM-J700K
4758,P101
4759,SM-G950U1
4760,X20L
4761,ASUS_X00HDA
4762,F-05J
4763,iCherry C251
4764,Liber
4765,L9501
4766,CAG-L23
4767,TOMMY
4768,iris870
4769,Vulcan
4770,GO1452
4771,QTASUN1
4772,BLU ENERGY X PLUS 2
4773,vivo Y31L.RastaModâ„¢_Version
4774,BMOBILE AX1020
4775,RHYTHM RX600
4776,QMobile ENERGY X2
4777,ATU-L21
4778,6055P
4779,8067
4780,T40
4781,MS550
4782,AX1070
4783,VS995
4784,PMT3318_3GE
4785,SNE-LX1
4786,A622GL
4787,6062W
4788,S2 Pro
4789,S19
4790,Hot 2 X
4791,Impress_Dune
4792,Benefit_S503_Max
4793,BQ-5007L
4794,F-02H
4795,SMART STUDIO 4
4796,SM-J9[8]+
4797,Acer Chromebook 15 (CB3-532)
4798,ELITE 5.5L
4799,XZs
4800,VOLTA
4801,TW801
4802,XT1045
4803,LML212VL
4804,FinePower C3
4805,Exmart K1
4806,LGT31
4807,Smart III
4808,ZTE BLADE V0730
4809,G-TiDE_S4
4810,SM-N915F
4811,LM-X415L
4812,Flare_5
4813,HM-N700-FL
4814,MyPhone_my81
4815,Archos 55 Helium
4816,P6_Life
4817,XT1514
4818,Hisense F22
4819,Alcatel_9022S
4820,7043A
4821,LGL21G
4822,BQru-5204
4823,Chronos Cross
4824,SM-T377W
4825,i-mobile i-STYLE 220
4826,W3
4827,X46
4828,klte
4829,Intex Cloud Glory N
4830,Andi 4.5C Magnifico(1+8 GB)
4831,5033D
4832,J7 prime 2 mini
4833,QMobile S2 Plus
4834,TECNO-N2
4835,X15S(+)
4836,M4_B3
4837,SM-J415FN
4838,P4005A
4839,ZTE BLADE V0820
4840,PSP5502DUO
4841,WV8R-M
4842,Spark 5
4843,HUAWEI VNS-L53
4844,U PULSE
4845,Blade S6 Plus
4846,WindsongAOB
4847,HM2014813
4848,D816w
4849,SP551
4850,FS516
4851,Vibe K5 Plus
4852,Infinix X606
4853,Spin Max
4854,Max 1
4855,7048A
4856,0PJA2
4857,Prime P444
4858,Astra Curve 4G
4859,Plume L1
4860,Mate9
4861,P01T_1
4862,Gladiator
4863,TECNO K9
4864,V3_Viper
4865,Tank Xtreme 4.0
4866,Ikka 2
4867,Mix9Pro
4868,LGLS992
4869,PLUM
4870,Alfa 5
4871,HOT4
4872,LAVA V5 M
4873,TM-5003
4874,QMobile i6 Metal 2017
4875,Astra Star
4876,Nomi i504
4877,Sunny3
4878,VK815
4879,L8
4880,Andi Wink 4G
4881,Z61_2GB
4882,FLOW_5
4883,Forme P6
4884,Tele2 Maxi
4885,Wileyfox Spark +
4886,Desire R7 Lite
4887,S17
4888,QTAIR7
4889,Benefit_M5_Plus
4890,HUAWEI TAG-L22
4891,5012F
4892,Coolpad R108
4893,R7Plusm
4894,SM-G925W8
4895,Ilium X120
4896,it1512
4897,O5
4898,EK4e
4899,A191
4900,itel A16
4901,BQ-5012L
4902,NASA
4903,A8 MAX
4904,ASUS_Z00LDD
4905,REX R2
4906,BL12000
4907,HUAWEI VNS-L22
4908,M25i
4909,H1711z
4910,K-7
4911,MITO_A550
4912,LGM-G600S
4913,Phantom6-Plus
4914,MITO_A72
4915,iX Ultra
4916,HTCONE
4917,Elite_5_0T
4918,SM-N950w
4919,SM-A600FN
4920,ZP952_Flash_X_Plus
4921,Flare S Play
4922,TMOVI_YEAH_BEAT
4923,R3
4924,Android SDK built for x86
4925,Primo F7s
4926,VFD320
4927,J5 (2017)
4928,Impress Eagle
4929,ERGO A500 Best
4930,PSP3512DUO
4931,BQS-5050
4932,MITO A33
4933,N9519
4934,SM-J610F
4935,R10
4936,SAMSUNG-SM-N915A
4937,Neffos Y6
4938,iBall Slide Dazzle i7
4939,GO C3
4940,Primo_EF5+
4941,Era 3
4942,5015X
4943,P450
4944,vivo 1804
4945,TechPad_3Gx
4946,Jive
4947,P500
4948,PGN513
4949,D504
4950,CUBOT MAGIC
4951,LG-D415
4952,Grand Mini
4953,FS524
4954,Redmi 6 Pro
4955,SM-J600GT
4956,iV 505
4957,Lenovo TAB 2 A8-50LC
4958,4Good S450m 4G
4959,5085J
4960,lephoneP1
4961,Impress_Groove
4962,M6 mirror
4963,8079
4964,Nokia 2.1
4965,T8Q
4966,HM2014821
4967,VK810 4G
4968,Admire Sense
4969,G2199
4970,HUAWEI GRA-UL00
4971,iV Smart 4G
4972,vivo V7+
4973,MyPhone MY33
4974,Admire Snap
4975,iCherry C230
4976,HUAWEI CAZ-AL10
4977,SM-G920
4978,SM-N920W8
4979,BP138
4980,GT-I9507
4981,BLADE V7
4982,Ginzzu GT-7105
4983,SM-J250Y
4984,COOL-K
4985,Grand M2
4986,Pearl A4
4987,DIGICEL DL1000
4988,5016J
4989,KFTBWI
4990,iBall Slide Wings 4GP
4991,FS8002
4992,COL-L29
4993,SM-A750F
4994,W80
4995,H51i
4996,MI 4S
4997,ASUS_X00DDB
4998,T701P
4999,MI NOTE LTE
5000,X511
5001,Impress_Lion_4G
5002,A726
5003,K01A
5004,SM-G925V
5005,mobiistar C2
5006,Micromax E460
5007,LM-X410.FGN
5008,POCO F1
5009,FS457
5010,Allure Secure
5011,Nexcom Amaris
5012,5065N
5013,SM-N750L
5014,P00I
5015,PICOphone M2/M
5016,Benefit_Note_1
5017,5044S
5018,Andromax I56D2G
5019,unknown
5020,Ixion M145
5021,LIFETAB_P831X.2
5022,PSP3530DUO
5023,Impress Open
5024,i50
5025,SHV-E330K
5026,Flare_A2_Lite
5027,Navtech F1+
5028,8298-A01
5029,ocn
5030,L5
5031,S4001W
5032,V200
5033,SH-04G
5034,FS507
5035,Asanzo Z5
5036,Astro X55 LTE
5037,Cloud Gem+
5038,P12s
5039,FlareA1
5040,GIONEE F205
5041,BQru-4500
5042,PLAY Boost
5043,HUAWEI CRR-UL00
5044,A74J
5045,PSP3527DUO
5046,ASUS_X007D
5047,Magnum One
5048,Rainbow3
5049,T702 Prime2
5050,SL512
5051,Excer G5.5
5052,S6000
5053,SLA-L23
5054,V2_Viper_S
5055,BQ-4585
5056,ONEPLUS A6013
5057,B5070
5058,KYOCERA-E6820
5059,J3 Emerge
5060,moto e5
5061,Primo EF6
5062,SM-G930S
5063,MYA13
5064,SM-G930R4
5065,Tele2_Mini_1.1
5066,SENSEIT A250
5067,SM-G800M
5068,W8
5069,TECNO ID5a
5070,XT1802
5071,Karbonn Aura 6
5072,TECNO ID5b
5073,itel A15
5074,BQru-5059
5075,Primo EF6+
5076,W333
5077,GO404
5078,BND-AL10
5079,LS-5502
5080,motorola one
5081,D5-S
5082,Dash X2
5083,SIRIUS
5084,Avvio_A400
5085,SM-J260Y
5086,Primo NH2 Lite
5087,G5+
5088,FLY1
5089,SM-S337TL
5090,LT700
5091,INTEX AQUA POWER IV
5092,S430 Positivo Twist Mini
5093,ZTE Q519T
5094,Infinix X5515F
5095,PULP 4G
5096,D-2
5097,Primo F7
5098,A7000
5099,COSMO
5100,Z2 Lite
5101,MyPhone_MY28S
5102,P30 Pro
5103,HMA-L29
5104,itel it1507
5105,WE L4
5106,Evan Sachio - WIDURI
5107,Trio V51 DT
5108,Energy Phone Neo 4G
5109,Zenfone Max Pro M1
5110,5044I
5111,Gpower 5
5112,XT1700
5113,Symbol X
5114,Grand XL
5115,ASUS ZenFone 2E
5116,Jax_S
5117,Spice F305
5118,Lenovo YT-X703L
5119,LM-G710
5120,818
5121,F100A
5122,Titanium_3D-Plex
5123,5041C
5124,5046J
5125,H58
5126,BQ-7022
5127,POLYTRON R2509SE
5128,HOT4 Pro
5129,Plane 8555M 4G PS8168ML
5130,h828
5131,CPH1809
5132,Infinix_X556_LTE
5133,E506
5134,ASUS_X00LD
5135,ALP-L09
5136,LML414DL
5137,SM-A750GN
5138,QMobile Evok Power Lite
5139,V135
5140,G4+
5141,GS370_Plus
5142,Me 2
5143,SM-N915D
5144,STH100-2
5145,PMT3201_4G
5146,BQ-4026
5147,TECNO W5 Lite
5148,M50A MAX
5149,SM-T377P
5150,N504
5151,Aqua Pride
5152,TECNO ID3k
5153,Frames S9
5154,SM-G885S
5155,VEGA-1
5156,Diamond_X
5157,ECHO MOSS
5158,LINX A452 3G LT4030PG
5159,AP-753G
5160,M1 Mini
5161,MITO_A19_2GB
5162,A6 mini
5163,S02_DA213
5164,A9+
5165,InFocus M460
5166,SPH-L720
5167,E82
5168,Plume H1
5169,BQ-5022
5170,SMARTVALUE
5171,MX50
5172,PIC-LX9
5173,EliteDual
5174,PICOpad_7H_7_3G
5175,MITO_A10
5176,ASUS_X00GD
5177,D100 Plus
5178,W600
5179,M25s
5180,LG-H442
5181,Aura Trail
5182,J7
5183,SM-A500W
5184,QMobile Z9
5185,itel A62
5186,ROME_X
5187,Lenny4
5188,PSP3403DUO
5189,E10
5190,Shine
5191,HTC Desire 555
5192,C2_Color_M4
5193,Q380
5194,SOV31
5195,HTC6545LVW
5196,LM-X415K
5197,FS504
5198,R5
5199,ZTE B2017G
5200,SM-G611MT
5201,Pixel 3 XL
5202,Tommy3
5203,V80
5204,BC4000
5205,FS402
5206,T1X_NEW
5207,SM-J7 Max
5208,Positivo Slim
5209,LGL22C
5210,Pr5746
5211,SM-G850S
5212,Z25
5213,Levin V2
5214,Primo NH3i
5215,HL5767
5216,41s
5217,5017O
5218,BLU Grand X LTE
5219,U601S Pro
5220,MITO A16
5221,muPAD 7S
5222,VOTO_V4
5223,2PYB2
5224,HTC One M9 Plus
5225,Lenovo TB-7703X
5226,Diamond D5
5227,Infinix_X521
5228,QMobile LT100
5229,Royal R2
5230,5033D_RU
5231,Neffos Y5L
5232,Avvio L640
5233,SM-J327VPP
5234,QMobile XLi
5235,SC7731
5236,P715
5237,E5603
5238,HTCD160LVWPP
5239,T012
5240,Vowney Lite
5241,S8+
5242,A74M
5243,Plane_7547S_3G_PS7159PG
5244,RCT6973W43R
5245,SM-G611K
5246,Neffos Y5s
5247,w7
5248,Typhoon-T2
5249,Q9
5250,SM-A605FN
5251,itel it1506
5252,CPH1835
5253,Twist Metal 32GB
5254,LG-F650K
5255,Pixil Prime
5256,Super 7
5257,MS45S_A6
5258,JSN-L21
5259,Impress_Razor
5260,F20
5261,MOBO_MB525
5262,LG-H342
5263,Z837VL
5264,HWV32
5265,Primo GM2
5266,Ester 4
5267,Flare J5
5268,OPAL
5269,BQru-5044
5270,PMT3777_3G
5271,Flare HD 3
5272,Neffos_C9A
5273,TGW710G
5274,INTEX AQUA S1
5275,B160
5276,BQru-5000
5277,SM-N910K
5278,LINX A420 3G LS4019PG
5279,A2 Air LTE
5280,GOTUNE3
5281,A502DL
5282,J2 Pro
5283,GRANT
5284,BQru-7082
5285,Swift 2 Plus
5286,ZTE BLADE L111
5287,Aqua_Q7N
5288,P2M
5289,Swift 4G
5290,F1
5291,Admire Glory
5292,itel S33
5293,U3
5294,M631
5295,M23i
5296,PGN409
5297,M24s
5298,JOY JD5024G
5299,SM-P585N0
5300,TECNO IN1 Pro
5301,S5020
5302,VOX S507 4G VS5022PL
5303,CliQ2
5304,Lenovo PB1-770M
5305,MAGNO
5306,SM-A710S
5307,E3_Living
5308,5059D_RU
5309,GHIA_AXIS7
5310,AX705
5311,Coolpad A8
5312,Neo Power
5313,Philips S327
5314,LG-LK460
5315,BQ-8041L
5316,Z12
5317,ASUS_X00PD
5318,Archos 40 Neon
5319,A75A
5320,Guide D2
5321,RQ510
5322,ATRIUM II F55L2
5323,LG-H872
5324,Cloud S9
5325,KYOCERA-C6742
5326,SM-J610G
5327,Soundphone S2
5328,Micromax D304
5329,RHYTHM RX80
5330,Elegance_5_1
5331,RMX1805
5332,W55
5333,A73
5334,BQ-6001L
5335,HTC Desire 10 pro
5336,G20
5337,P7_Lite_TM
5338,myX2
5339,9003A
5340,Eon54i
5341,vivo V1Max
5342,TECNO P701
5343,GRACE
5344,H3113
5345,SH-L02
5346,LG-F520S
5347,F3215
5348,Meitu V4
5349,Passion P2
5350,X9007
5351,F100
5352,LG-H812
5353,Plane_1550S_3G_PS1163MG
5354,F5502
5355,Blade Q Lux
5356,LOGIC X5F
5357,4G Premium II
5358,C1 Lite
5359,HM2014811
5360,Flare J5s
5361,Archos Core 50 4G
5362,TECNO L9 Plus
5363,Passion P1
5364,V9
5365,K1 Star
5366,HM-G701-FL
5367,M4 SS4457-R
5368,SM-G9650
5369,NEX4 Pro
5370,W74
5371,ELUGA I7
5372,L550
5373,BQ-5000G
5374,Hisense T5 Plus
5375,i_Smart
5376,Micromax Q323
5377,Aqua 4G
5378,5017D
5379,NB753
5380,vivo 1725
5381,ET1
5382,ASUS_X00ID
5383,B38S
5384,Lenovo YT3-850F
5385,G2299
5386,5025D
5387,S45E
5388,CG_EON_Blaze
5389,SM-G925R4
5390,W25544L
5391,N551
5392,J3 8
5393,BMOBILE AX1055
5394,LM-Q710.FG
5395,C8 4G
5396,BV9500
5397,Lenovo TB-X704L
5398,SHV41
5399,SM-G920S
5400,Infinix S2 Pro
5401,REBEL
5402,SAMSUNG-SM-G750A
5403,SM-J737V
5404,SM-S320VL
5405,Lenovo L38011
5406,verykoolS5007
5407,InFocus M505
5408,Q8S6IN4G
5409,T2K
5410,V8
5411,XT1564
5412,V2
5413,SM-P355M
5414,5098S
5415,itel A23
5416,VS810PP
5417,Optus X Start
5418,HIGHWAY PURE
5419,Beeline Smart 2
5420,TECNO-W3LTE
5421,Infinix-X554
5422,W_P130
5423,S63
5424,SLIDE SP5023
5425,Ixion M355
5426,5047I
5427,TITANIUM S205 2GB
5428,M22s
5429,WE A10
5430,Infinix Zero 3
5431,VOYAGER2_DG310
5432,Xperia XR
5433,HTC One max
5434,Play Dash
5435,PURE MINI
5436,SM-G5520
5437,TECNO RA6
5438,Ola Series:mini
5439,ASIADROID_AF93
5440,SENSEIT_C155
5441,vivo X9i
5442,KLIPAD_SMART_I746
5443,L500
5444,TECNO AX8
5445,Cloud Fame 4G
5446,Philips_X586
5447,SM-A605GN
5448,Ixion ES355
5449,A239s
5450,iris30
5451,O+_360_Alpha_Plus_2.0
5452,TGW801L
5453,SCV33
5454,VIA_S17
5455,503KC
5456,SM-J327F
5457,A6
5458,DIGICELDL1plus
5459,LG-D725
5460,Fantasy
5461,POLYTRON_4G501
5462,N8
5463,5009D_RU
5464,Power_3
5465,Passion P6
5466,Primo_EF5
5467,SM-N920F
5468,M555i
5469,HT26
5470,T04
5471,HIT Q401 3G HT4039PG
5472,FS518
5473,H-2 4G
5474,LDN-L01
5475,Samsung Chromebook 3
5476,SM-A700YD
5477,M22i
5478,NEXT G+
5479,KYV36
5480,PLK-AL10
5481,iBall Andi Q4
5482,DRA-LX5
5483,TECNO F4 Pro
5484,AS-5434
5485,Amaze_S2_4G
5486,ASUS_Z017DB
5487,SANTIN JS
5488,5085A
5489,EVERTEK V4
5490,Fero A4502
5491,LGM-X401L
5492,Infinix NOTE 2
5493,Aura Power 4G Plus
5494,Cloud Force
5495,PMT3777_3GE
5496,SM-N900S
5497,BQ-5056
5498,F5+
5499,SCL24
5500,SM-G5528
5501,P9 Plus
5502,KLIPAD_V355B
5503,5009D
5504,THOMSON T610H
5505,F3112
5506,vivo 1807
5507,ASUS_Z00UDC
5508,MIONE X
5509,LEAGOO Z5
5510,Aqua Raze II
5511,Benefit_S453
5512,SO-04H
5513,Primo H4
5514,Wileyfox Spark X
5515,MI MAX 3
5516,B1S
5517,OTTO_CF07
5518,MI 8 Lite
5519,Le X821
5520,RNE-L23
5521,Lenovo A3860
